product,city,date,sales
Clothing,S005,04-11-2022,415
Electronics,S005,04-11-2022,470
Toys,S005,04-11-2022,536
Groceries,S005,04-11-2022,553
Furniture,S005,04-11-2022,282
Clothing,S001,04-12-2022,311
Furniture,S001,04-12-2022,583
Toys,S001,04-12-2022,471
Electronics,S001,04-12-2022,1604
Groceries,S001,04-12-2022,298
Furniture,S002,04-12-2022,1047
Clothing,S002,04-12-2022,661
Groceries,S002,04-12-2022,1228
Electronics,S002,04-12-2022,548
Toys,S002,04-12-2022,25
Groceries,S003,04-12-2022,1468
Toys,S003,04-12-2022,105
Electronics,S003,04-12-2022,424
Furniture,S003,04-12-2022,190
Clothing,S003,04-12-2022,51
Groceries,S004,04-12-2022,799
Clothing,S004,04-12-2022,167
Toys,S004,04-12-2022,465
Furniture,S004,04-12-2022,645
Electronics,S004,04-12-2022,354
Toys,S005,04-12-2022,836
Groceries,S005,04-12-2022,190
Electronics,S005,04-12-2022,235
Clothing,S005,04-12-2022,942
Furniture,S005,04-12-2022,323
Electronics,S001,04-13-2022,605
Toys,S001,04-13-2022,1107
Clothing,S001,04-13-2022,334
Groceries,S001,04-13-2022,536
Furniture,S001,04-13-2022,182
Clothing,S002,04-13-2022,477
Groceries,S002,04-13-2022,564
Furniture,S002,04-13-2022,991
Toys,S002,04-13-2022,491
Electronics,S002,04-13-2022,485
Clothing,S003,04-13-2022,282
Toys,S003,04-13-2022,674
Furniture,S003,04-13-2022,187
Groceries,S003,04-13-2022,477
Electronics,S003,04-13-2022,511
Groceries,S004,04-13-2022,943
Furniture,S004,04-13-2022,34
Electronics,S004,04-13-2022,293
Clothing,S004,04-13-2022,431
Toys,S004,04-13-2022,293
Electronics,S005,04-13-2022,466
Groceries,S005,04-13-2022,879
Clothing,S005,04-13-2022,913
Toys,S005,04-13-2022,255
Furniture,S005,04-13-2022,110
Electronics,S001,04-14-2022,715
Furniture,S001,04-14-2022,267
Clothing,S001,04-14-2022,464
Toys,S001,04-14-2022,642
Groceries,S001,04-14-2022,280
Toys,S002,04-14-2022,210
Electronics,S002,04-14-2022,808
Clothing,S002,04-14-2022,1387
Furniture,S002,04-14-2022,468
Groceries,S002,04-14-2022,261
Groceries,S003,04-14-2022,513
Toys,S003,04-14-2022,401
Clothing,S003,04-14-2022,445
Furniture,S003,04-14-2022,740
Electronics,S003,04-14-2022,117
Toys,S004,04-14-2022,526
Clothing,S004,04-14-2022,391
Furniture,S004,04-14-2022,619
Electronics,S004,04-14-2022,596
Groceries,S004,04-14-2022,534
Furniture,S005,04-14-2022,1297
Electronics,S005,04-14-2022,739
Groceries,S005,04-14-2022,217
Toys,S005,04-14-2022,305
Clothing,S005,04-14-2022,261
Toys,S001,04-15-2022,246
Furniture,S001,04-15-2022,106
Electronics,S001,04-15-2022,1130
Groceries,S001,04-15-2022,226
Clothing,S001,04-15-2022,46
Groceries,S002,04-15-2022,934
Toys,S002,04-15-2022,482
Furniture,S002,04-15-2022,601
Clothing,S002,04-15-2022,191
Electronics,S002,04-15-2022,339
Groceries,S003,04-15-2022,269
Toys,S003,04-15-2022,624
Clothing,S003,04-15-2022,1469
Furniture,S003,04-15-2022,524
Electronics,S003,04-15-2022,436
Groceries,S004,04-15-2022,1230
Electronics,S004,04-15-2022,767
Clothing,S004,04-15-2022,327
Toys,S004,04-15-2022,314
Furniture,S004,04-15-2022,306
Toys,S005,04-15-2022,767
Groceries,S005,04-15-2022,646
Electronics,S005,04-15-2022,865
Clothing,S005,04-15-2022,818
Groceries,S001,04-16-2022,921
Furniture,S001,04-16-2022,341
Clothing,S001,04-16-2022,365
Electronics,S001,04-16-2022,501
Toys,S001,04-16-2022,298
Groceries,S002,04-16-2022,1323
Electronics,S002,04-16-2022,356
Furniture,S002,04-16-2022,558
Clothing,S002,04-16-2022,255
Toys,S002,04-16-2022,157
Clothing,S003,04-16-2022,353
Toys,S003,04-16-2022,1322
Groceries,S003,04-16-2022,283
Furniture,S003,04-16-2022,692
Electronics,S003,04-16-2022,428
Clothing,S004,04-16-2022,731
Electronics,S004,04-16-2022,247
Groceries,S004,04-16-2022,697
Furniture,S004,04-16-2022,56
Toys,S004,04-16-2022,768
Toys,S005,04-16-2022,476
Furniture,S005,04-16-2022,1348
Electronics,S005,04-16-2022,348
Groceries,S005,04-16-2022,434
Clothing,S005,04-16-2022,10
Toys,S001,04-17-2022,1531
Groceries,S001,04-17-2022,480
Clothing,S001,04-17-2022,307
Furniture,S001,04-17-2022,162
Electronics,S001,04-17-2022,646
Clothing,S002,04-17-2022,841
Groceries,S002,04-17-2022,124
Electronics,S002,04-17-2022,1184
Toys,S002,04-17-2022,331
Furniture,S002,04-17-2022,196
Toys,S003,04-17-2022,656
Groceries,S003,04-17-2022,700
Clothing,S003,04-17-2022,365
Electronics,S003,04-17-2022,695
Furniture,S003,04-17-2022,638
Toys,S004,04-17-2022,346
Clothing,S004,04-17-2022,1279
Groceries,S004,04-17-2022,1314
Furniture,S004,04-17-2022,559
Electronics,S004,04-17-2022,456
Toys,S005,04-17-2022,286
Clothing,S005,04-17-2022,705
Groceries,S005,04-17-2022,443
Furniture,S005,04-17-2022,551
Electronics,S005,04-17-2022,425
Groceries,S001,04-18-2022,169
Clothing,S001,04-18-2022,405
Electronics,S001,04-18-2022,320
Furniture,S001,04-18-2022,1442
Toys,S001,04-18-2022,311
Clothing,S002,04-18-2022,893
Toys,S002,04-18-2022,443
Electronics,S002,04-18-2022,433
Furniture,S002,04-18-2022,604
Groceries,S002,04-18-2022,589
Furniture,S003,04-18-2022,474
Toys,S003,04-18-2022,290
Groceries,S003,04-18-2022,483
Electronics,S003,04-18-2022,282
Clothing,S003,04-18-2022,739
Groceries,S004,04-18-2022,872
Furniture,S004,04-18-2022,958
Clothing,S004,04-18-2022,1014
Electronics,S004,04-18-2022,244
Toys,S004,04-18-2022,380
Electronics,S005,04-18-2022,1329
Groceries,S005,04-18-2022,774
Toys,S005,04-18-2022,744
Furniture,S005,04-18-2022,537
Electronics,S001,04-19-2022,128
Groceries,S001,04-19-2022,742
Toys,S001,04-19-2022,614
Clothing,S001,04-19-2022,794
Furniture,S001,04-19-2022,82
Toys,S002,04-19-2022,934
Electronics,S002,04-19-2022,697
Clothing,S002,04-19-2022,414
Groceries,S002,04-19-2022,268
Furniture,S002,04-19-2022,1375
Electronics,S003,04-19-2022,432
Furniture,S003,04-19-2022,428
Toys,S003,04-19-2022,381
Clothing,S003,04-19-2022,529
Groceries,S003,04-19-2022,819
Clothing,S004,04-19-2022,717
Toys,S004,04-19-2022,610
Furniture,S004,04-19-2022,516
Groceries,S004,04-19-2022,658
Electronics,S004,04-19-2022,445
Furniture,S005,04-19-2022,132
Toys,S005,04-19-2022,1057
Clothing,S005,04-19-2022,415
Groceries,S005,04-19-2022,420
Electronics,S005,04-19-2022,498
Furniture,S001,04-20-2022,1084
Electronics,S001,04-20-2022,1010
Clothing,S001,04-20-2022,190
Groceries,S001,04-20-2022,132
Toys,S001,04-20-2022,460
Toys,S002,04-20-2022,424
Electronics,S002,04-20-2022,392
Furniture,S002,04-20-2022,341
Groceries,S002,04-20-2022,801
Clothing,S002,04-20-2022,652
Electronics,S003,04-20-2022,242
Clothing,S003,04-20-2022,514
Groceries,S003,04-20-2022,784
Toys,S003,04-20-2022,436
Furniture,S003,04-20-2022,200
Groceries,S004,04-20-2022,837
Electronics,S004,04-20-2022,581
Clothing,S004,04-20-2022,404
Furniture,S004,04-20-2022,591
Toys,S004,04-20-2022,224
Furniture,S005,04-20-2022,599
Toys,S005,04-20-2022,686
Clothing,S005,04-20-2022,761
Groceries,S005,04-20-2022,602
Electronics,S005,04-20-2022,330
Furniture,S001,04-21-2022,1736
Toys,S001,04-21-2022,250
Electronics,S001,04-21-2022,971
Groceries,S001,04-21-2022,201
Furniture,S002,04-21-2022,340
Electronics,S002,04-21-2022,661
Clothing,S002,04-21-2022,617
Toys,S002,04-21-2022,437
Groceries,S002,04-21-2022,164
Clothing,S003,04-21-2022,445
Electronics,S003,04-21-2022,732
Toys,S003,04-21-2022,1001
Furniture,S003,04-21-2022,479
Groceries,S003,04-21-2022,340
Furniture,S004,04-21-2022,275
Electronics,S004,04-21-2022,734
Toys,S004,04-21-2022,279
Clothing,S004,04-21-2022,217
Groceries,S004,04-21-2022,1075
Groceries,S005,04-21-2022,351
Toys,S005,04-21-2022,1085
Furniture,S005,04-21-2022,459
Clothing,S005,04-21-2022,565
Electronics,S005,04-21-2022,165
Groceries,S001,04-22-2022,592
Toys,S001,04-22-2022,558
Electronics,S001,04-22-2022,770
Furniture,S001,04-22-2022,487
Clothing,S001,04-22-2022,94
Furniture,S002,04-22-2022,477
Electronics,S002,04-22-2022,613
Toys,S002,04-22-2022,250
Clothing,S002,04-22-2022,403
Groceries,S002,04-22-2022,552
Electronics,S003,04-22-2022,541
Groceries,S003,04-22-2022,88
Clothing,S003,04-22-2022,221
Furniture,S003,04-22-2022,291
Toys,S003,04-22-2022,519
Furniture,S004,04-22-2022,917
Groceries,S004,04-22-2022,261
Electronics,S004,04-22-2022,391
Clothing,S004,04-22-2022,297
Toys,S004,04-22-2022,428
Electronics,S005,04-22-2022,377
Furniture,S005,04-22-2022,575
Groceries,S005,04-22-2022,310
Clothing,S005,04-22-2022,813
Toys,S005,04-22-2022,399
Electronics,S001,04-23-2022,774
Toys,S001,04-23-2022,228
Furniture,S001,04-23-2022,715
Clothing,S001,04-23-2022,342
Groceries,S001,04-23-2022,169
Toys,S002,04-23-2022,371
Clothing,S002,04-23-2022,548
Furniture,S002,04-23-2022,1056
Groceries,S002,04-23-2022,106
Electronics,S002,04-23-2022,367
Groceries,S003,04-23-2022,49
Electronics,S003,04-23-2022,674
Furniture,S003,04-23-2022,295
Clothing,S003,04-23-2022,125
Toys,S003,04-23-2022,870
Toys,S004,04-23-2022,670
Furniture,S004,04-23-2022,598
Groceries,S004,04-23-2022,445
Clothing,S004,04-23-2022,831
Electronics,S004,04-23-2022,140
Groceries,S005,04-23-2022,285
Toys,S005,04-23-2022,1115
Furniture,S005,04-23-2022,535
Clothing,S005,04-23-2022,359
Electronics,S005,04-23-2022,253
Toys,S001,04-24-2022,423
Groceries,S001,04-24-2022,897
Electronics,S001,04-24-2022,321
Furniture,S001,04-24-2022,1279
Clothing,S002,04-24-2022,124
Toys,S002,04-24-2022,1180
Furniture,S002,04-24-2022,515
Groceries,S002,04-24-2022,658
Electronics,S002,04-24-2022,271
Toys,S003,04-24-2022,738
Clothing,S003,04-24-2022,555
Furniture,S003,04-24-2022,637
Electronics,S003,04-24-2022,56
Groceries,S003,04-24-2022,351
Furniture,S004,04-24-2022,687
Toys,S004,04-24-2022,607
Electronics,S004,04-24-2022,668
Groceries,S004,04-24-2022,423
Clothing,S004,04-24-2022,144
Groceries,S005,04-24-2022,86
Clothing,S005,04-24-2022,1135
Furniture,S005,04-24-2022,240
Electronics,S005,04-24-2022,762
Toys,S005,04-24-2022,396
Clothing,S001,04-25-2022,825
Toys,S001,04-25-2022,338
Groceries,S001,04-25-2022,818
Electronics,S001,04-25-2022,648
Furniture,S001,04-25-2022,356
Electronics,S002,04-25-2022,693
Clothing,S002,04-25-2022,775
Toys,S002,04-25-2022,635
Groceries,S002,04-25-2022,441
Furniture,S002,04-25-2022,186
Toys,S003,04-25-2022,249
Clothing,S003,04-25-2022,861
Furniture,S003,04-25-2022,559
Groceries,S003,04-25-2022,305
Electronics,S003,04-25-2022,312
Electronics,S004,04-25-2022,998
Clothing,S004,04-25-2022,289
Toys,S004,04-25-2022,446
Furniture,S004,04-25-2022,295
Groceries,S004,04-25-2022,128
Toys,S005,04-25-2022,707
Groceries,S005,04-25-2022,258
Furniture,S005,04-25-2022,505
Clothing,S005,04-25-2022,802
Electronics,S005,04-25-2022,425
Groceries,S001,04-26-2022,1234
Electronics,S001,04-26-2022,305
Furniture,S001,04-26-2022,278
Clothing,S001,04-26-2022,293
Toys,S001,04-26-2022,370
Groceries,S002,04-26-2022,904
Furniture,S002,04-26-2022,606
Electronics,S002,04-26-2022,894
Toys,S002,04-26-2022,545
Clothing,S002,04-26-2022,284
Clothing,S003,04-26-2022,825
Electronics,S003,04-26-2022,613
Toys,S003,04-26-2022,732
Groceries,S003,04-26-2022,311
Furniture,S003,04-26-2022,320
Electronics,S004,04-26-2022,1216
Toys,S004,04-26-2022,137
Clothing,S004,04-26-2022,858
Groceries,S004,04-26-2022,3
Furniture,S004,04-26-2022,498
Toys,S005,04-26-2022,944
Groceries,S005,04-26-2022,477
Electronics,S005,04-26-2022,495
Furniture,S005,04-26-2022,253
Clothing,S005,04-26-2022,523
Electronics,S001,04-27-2022,892
Groceries,S001,04-27-2022,330
Clothing,S001,04-27-2022,561
Toys,S001,04-27-2022,561
Furniture,S001,04-27-2022,224
Toys,S002,04-27-2022,365
Clothing,S002,04-27-2022,184
Electronics,S002,04-27-2022,1428
Furniture,S002,04-27-2022,842
Groceries,S002,04-27-2022,235
Electronics,S003,04-27-2022,319
Toys,S003,04-27-2022,689
Furniture,S003,04-27-2022,161
Clothing,S003,04-27-2022,838
Groceries,S003,04-27-2022,348
Electronics,S004,04-27-2022,858
Clothing,S004,04-27-2022,292
Toys,S004,04-27-2022,156
Groceries,S004,04-27-2022,719
Furniture,S004,04-27-2022,527
Clothing,S005,04-27-2022,298
Electronics,S005,04-27-2022,530
Toys,S005,04-27-2022,369
Groceries,S005,04-27-2022,841
Furniture,S005,04-27-2022,440
Groceries,S001,04-28-2022,708
Toys,S001,04-28-2022,1004
Furniture,S001,04-28-2022,425
Electronics,S001,04-28-2022,551
Clothing,S001,04-28-2022,741
Toys,S002,04-28-2022,1340
Electronics,S002,04-28-2022,88
Furniture,S002,04-28-2022,90
Clothing,S002,04-28-2022,352
Groceries,S002,04-28-2022,492
Groceries,S003,04-28-2022,327
Electronics,S003,04-28-2022,1188
Toys,S003,04-28-2022,39
Furniture,S003,04-28-2022,861
Clothing,S003,04-28-2022,228
Electronics,S004,04-28-2022,379
Furniture,S004,04-28-2022,570
Toys,S004,04-28-2022,1239
Clothing,S004,04-28-2022,547
Groceries,S004,04-28-2022,419
Furniture,S005,04-28-2022,1489
Electronics,S005,04-28-2022,611
Clothing,S005,04-28-2022,686
Toys,S005,04-28-2022,426
Groceries,S005,04-28-2022,216
Groceries,S001,04-29-2022,545
Furniture,S001,04-29-2022,444
Electronics,S001,04-29-2022,238
Toys,S001,04-29-2022,436
Clothing,S001,04-29-2022,399
Toys,S002,04-29-2022,676
Clothing,S002,04-29-2022,254
Groceries,S002,04-29-2022,357
Furniture,S002,04-29-2022,348
Electronics,S002,04-29-2022,931
Furniture,S003,04-29-2022,550
Electronics,S003,04-29-2022,657
Clothing,S003,04-29-2022,228
Groceries,S003,04-29-2022,318
Toys,S003,04-29-2022,956
Electronics,S004,04-29-2022,451
Clothing,S004,04-29-2022,812
Toys,S004,04-29-2022,192
Furniture,S004,04-29-2022,331
Groceries,S004,04-29-2022,983
Clothing,S005,04-29-2022,501
Electronics,S005,04-29-2022,553
Toys,S005,04-29-2022,818
Furniture,S005,04-29-2022,287
Groceries,S005,04-29-2022,143
Toys,S001,04-30-2022,419
Furniture,S001,04-30-2022,640
Clothing,S001,04-30-2022,447
Groceries,S001,04-30-2022,1279
Electronics,S001,04-30-2022,429
Electronics,S002,04-30-2022,288
Furniture,S002,04-30-2022,674
Clothing,S002,04-30-2022,502
Toys,S002,04-30-2022,586
Groceries,S002,04-30-2022,445
Toys,S003,04-30-2022,603
Groceries,S003,04-30-2022,491
Furniture,S003,04-30-2022,731
Electronics,S003,04-30-2022,459
Clothing,S003,04-30-2022,83
Furniture,S004,04-30-2022,689
Clothing,S004,04-30-2022,889
Toys,S004,04-30-2022,472
Electronics,S004,04-30-2022,429
Groceries,S004,04-30-2022,490
Clothing,S005,04-30-2022,770
Furniture,S005,04-30-2022,942
Toys,S005,04-30-2022,1084
Groceries,S005,04-30-2022,563
Electronics,S005,04-30-2022,122
Electronics,S001,05-01-2022,738
Clothing,S001,05-01-2022,166
Groceries,S001,05-01-2022,284
Furniture,S001,05-01-2022,408
Toys,S001,05-01-2022,334
Clothing,S002,05-01-2022,412
Groceries,S002,05-01-2022,1460
Toys,S002,05-01-2022,351
Furniture,S002,05-01-2022,361
Electronics,S002,05-01-2022,749
Furniture,S003,05-01-2022,759
Electronics,S003,05-01-2022,585
Toys,S003,05-01-2022,838
Clothing,S003,05-01-2022,701
Groceries,S003,05-01-2022,33
Furniture,S004,05-01-2022,262
Electronics,S004,05-01-2022,110
Toys,S004,05-01-2022,822
Groceries,S004,05-01-2022,1150
Clothing,S004,05-01-2022,85
Clothing,S005,05-01-2022,519
Electronics,S005,05-01-2022,779
Toys,S005,05-01-2022,396
Groceries,S005,05-01-2022,221
Furniture,S005,05-01-2022,404
Toys,S001,05-02-2022,78
Clothing,S001,05-02-2022,509
Furniture,S001,05-02-2022,278
Groceries,S001,05-02-2022,446
Electronics,S001,05-02-2022,477
Toys,S002,05-02-2022,280
Furniture,S002,05-02-2022,316
Clothing,S002,05-02-2022,804
Groceries,S002,05-02-2022,801
Electronics,S002,05-02-2022,145
Clothing,S003,05-02-2022,270
Furniture,S003,05-02-2022,266
Toys,S003,05-02-2022,97
Electronics,S003,05-02-2022,461
Groceries,S003,05-02-2022,852
Furniture,S004,05-02-2022,341
Clothing,S004,05-02-2022,619
Toys,S004,05-02-2022,699
Groceries,S004,05-02-2022,371
Electronics,S004,05-02-2022,213
Electronics,S005,05-02-2022,770
Groceries,S005,05-02-2022,70
Furniture,S005,05-02-2022,586
Clothing,S005,05-02-2022,890
Toys,S005,05-02-2022,108
Toys,S001,05-03-2022,201
Electronics,S001,05-03-2022,1576
Clothing,S001,05-03-2022,29
Furniture,S001,05-03-2022,270
Groceries,S001,05-03-2022,368
Toys,S002,05-03-2022,200
Electronics,S002,05-03-2022,981
Groceries,S002,05-03-2022,306
Furniture,S002,05-03-2022,896
Clothing,S002,05-03-2022,55
Electronics,S003,05-03-2022,476
Clothing,S003,05-03-2022,689
Toys,S003,05-03-2022,803
Groceries,S003,05-03-2022,502
Furniture,S003,05-03-2022,479
Clothing,S004,05-03-2022,553
Toys,S004,05-03-2022,765
Electronics,S004,05-03-2022,582
Groceries,S004,05-03-2022,1309
Furniture,S004,05-03-2022,294
Toys,S005,05-03-2022,1033
Groceries,S005,05-03-2022,225
Clothing,S005,05-03-2022,891
Furniture,S005,05-03-2022,496
Furniture,S001,05-04-2022,806
Clothing,S001,05-04-2022,690
Groceries,S001,05-04-2022,505
Toys,S001,05-04-2022,434
Electronics,S002,05-04-2022,257
Groceries,S002,05-04-2022,111
Clothing,S002,05-04-2022,762
Toys,S002,05-04-2022,1009
Furniture,S002,05-04-2022,337
Electronics,S003,05-04-2022,711
Clothing,S003,05-04-2022,789
Toys,S003,05-04-2022,601
Groceries,S003,05-04-2022,694
Furniture,S003,05-04-2022,1
Groceries,S004,05-04-2022,770
Toys,S004,05-04-2022,685
Furniture,S004,05-04-2022,493
Electronics,S004,05-04-2022,516
Clothing,S004,05-04-2022,232
Toys,S005,05-04-2022,33
Groceries,S005,05-04-2022,574
Furniture,S005,05-04-2022,947
Clothing,S005,05-04-2022,570
Electronics,S005,05-04-2022,232
Toys,S001,05-05-2022,579
Groceries,S001,05-05-2022,704
Clothing,S001,05-05-2022,288
Electronics,S001,05-05-2022,440
Furniture,S001,05-05-2022,204
Electronics,S002,05-05-2022,804
Toys,S002,05-05-2022,755
Furniture,S002,05-05-2022,426
Groceries,S002,05-05-2022,514
Clothing,S002,05-05-2022,98
Furniture,S003,05-05-2022,1132
Groceries,S003,05-05-2022,392
Clothing,S003,05-05-2022,313
Toys,S003,05-05-2022,196
Electronics,S003,05-05-2022,279
Toys,S004,05-05-2022,746
Groceries,S004,05-05-2022,548
Furniture,S004,05-05-2022,736
Clothing,S004,05-05-2022,338
Electronics,S004,05-05-2022,411
Furniture,S005,05-05-2022,306
Electronics,S005,05-05-2022,603
Groceries,S005,05-05-2022,1140
Clothing,S005,05-05-2022,457
Toys,S005,05-05-2022,579
Groceries,S001,05-06-2022,1055
Toys,S001,05-06-2022,384
Electronics,S001,05-06-2022,551
Clothing,S001,05-06-2022,511
Furniture,S001,05-06-2022,380
Clothing,S002,05-06-2022,763
Groceries,S002,05-06-2022,613
Toys,S002,05-06-2022,954
Furniture,S002,05-06-2022,553
Electronics,S002,05-06-2022,879
Furniture,S003,05-06-2022,225
Electronics,S003,05-06-2022,613
Clothing,S003,05-06-2022,572
Groceries,S003,05-06-2022,259
Toys,S003,05-06-2022,896
Electronics,S004,05-06-2022,582
Toys,S004,05-06-2022,511
Groceries,S004,05-06-2022,660
Furniture,S004,05-06-2022,229
Clothing,S004,05-06-2022,110
Clothing,S005,05-06-2022,482
Electronics,S005,05-06-2022,444
Groceries,S005,05-06-2022,933
Toys,S005,05-06-2022,501
Furniture,S005,05-06-2022,624
Furniture,S001,05-07-2022,254
Groceries,S001,05-07-2022,998
Electronics,S001,05-07-2022,799
Clothing,S001,05-07-2022,507
Toys,S001,05-07-2022,23
Furniture,S002,05-07-2022,438
Clothing,S002,05-07-2022,374
Groceries,S002,05-07-2022,316
Electronics,S002,05-07-2022,953
Toys,S002,05-07-2022,478
Clothing,S003,05-07-2022,1242
Toys,S003,05-07-2022,613
Groceries,S003,05-07-2022,1136
Electronics,S003,05-07-2022,668
Furniture,S003,05-07-2022,262
Toys,S004,05-07-2022,393
Furniture,S004,05-07-2022,388
Clothing,S004,05-07-2022,151
Groceries,S004,05-07-2022,356
Electronics,S004,05-07-2022,518
Toys,S005,05-07-2022,1091
Clothing,S005,05-07-2022,103
Furniture,S005,05-07-2022,1045
Groceries,S005,05-07-2022,584
Electronics,S005,05-07-2022,231
Clothing,S001,05-08-2022,639
Groceries,S001,05-08-2022,960
Toys,S001,05-08-2022,614
Furniture,S001,05-08-2022,778
Electronics,S001,05-08-2022,53
Clothing,S002,05-08-2022,482
Groceries,S002,05-08-2022,649
Toys,S002,05-08-2022,1008
Furniture,S002,05-08-2022,167
Electronics,S002,05-08-2022,431
Electronics,S003,05-08-2022,539
Furniture,S003,05-08-2022,759
Groceries,S003,05-08-2022,777
Toys,S003,05-08-2022,1406
Clothing,S003,05-08-2022,310
Groceries,S004,05-08-2022,597
Furniture,S004,05-08-2022,1046
Clothing,S004,05-08-2022,510
Electronics,S004,05-08-2022,695
Toys,S004,05-08-2022,703
Clothing,S005,05-08-2022,630
Groceries,S005,05-08-2022,644
Electronics,S005,05-08-2022,246
Toys,S005,05-08-2022,374
Furniture,S005,05-08-2022,758
Toys,S001,05-09-2022,923
Clothing,S001,05-09-2022,819
Groceries,S001,05-09-2022,1036
Electronics,S001,05-09-2022,20
Furniture,S001,05-09-2022,179
Clothing,S002,05-09-2022,185
Toys,S002,05-09-2022,203
Furniture,S002,05-09-2022,669
Groceries,S002,05-09-2022,721
Electronics,S002,05-09-2022,735
Electronics,S003,05-09-2022,137
Groceries,S003,05-09-2022,588
Furniture,S003,05-09-2022,536
Toys,S003,05-09-2022,379
Clothing,S003,05-09-2022,678
Toys,S004,05-09-2022,232
Furniture,S004,05-09-2022,366
Electronics,S004,05-09-2022,433
Groceries,S004,05-09-2022,972
Clothing,S004,05-09-2022,919
Clothing,S005,05-09-2022,247
Toys,S005,05-09-2022,324
Groceries,S005,05-09-2022,876
Furniture,S005,05-09-2022,673
Electronics,S005,05-09-2022,248
Toys,S001,05-10-2022,19
Furniture,S001,05-10-2022,544
Clothing,S001,05-10-2022,1451
Groceries,S001,05-10-2022,812
Electronics,S001,05-10-2022,74
Clothing,S002,05-10-2022,611
Groceries,S002,05-10-2022,475
Furniture,S002,05-10-2022,292
Toys,S002,05-10-2022,600
Electronics,S002,05-10-2022,196
Toys,S003,05-10-2022,146
Furniture,S003,05-10-2022,1038
Groceries,S003,05-10-2022,818
Clothing,S003,05-10-2022,253
Electronics,S003,05-10-2022,41
Clothing,S004,05-10-2022,612
Groceries,S004,05-10-2022,613
Toys,S004,05-10-2022,1180
Furniture,S004,05-10-2022,252
Electronics,S004,05-10-2022,198
Groceries,S005,05-10-2022,506
Electronics,S005,05-10-2022,736
Toys,S005,05-10-2022,275
Furniture,S005,05-10-2022,419
Clothing,S005,05-10-2022,763
Toys,S001,05-11-2022,756
Groceries,S001,05-11-2022,510
Electronics,S001,05-11-2022,161
Furniture,S001,05-11-2022,179
Clothing,S001,05-11-2022,692
Electronics,S002,05-11-2022,311
Clothing,S002,05-11-2022,288
Toys,S002,05-11-2022,897
Groceries,S002,05-11-2022,227
Furniture,S002,05-11-2022,690
Groceries,S003,05-11-2022,1059
Toys,S003,05-11-2022,833
Electronics,S003,05-11-2022,141
Clothing,S003,05-11-2022,760
Furniture,S003,05-11-2022,263
Clothing,S004,05-11-2022,723
Groceries,S004,05-11-2022,1199
Furniture,S004,05-11-2022,134
Electronics,S004,05-11-2022,753
Toys,S004,05-11-2022,52
Electronics,S005,05-11-2022,487
Clothing,S005,05-11-2022,166
Toys,S005,05-11-2022,1027
Groceries,S005,05-11-2022,554
Furniture,S005,05-11-2022,277
Electronics,S001,05-12-2022,79
Toys,S001,05-12-2022,390
Clothing,S001,05-12-2022,407
Groceries,S001,05-12-2022,196
Furniture,S001,05-12-2022,477
Clothing,S002,05-12-2022,910
Toys,S002,05-12-2022,1288
Furniture,S002,05-12-2022,526
Electronics,S002,05-12-2022,323
Groceries,S002,05-12-2022,125
Electronics,S003,05-12-2022,670
Groceries,S003,05-12-2022,799
Furniture,S003,05-12-2022,411
Clothing,S003,05-12-2022,489
Toys,S003,05-12-2022,811
Furniture,S004,05-12-2022,448
Clothing,S004,05-12-2022,280
Toys,S004,05-12-2022,1288
Groceries,S004,05-12-2022,563
Electronics,S004,05-12-2022,791
Toys,S005,05-12-2022,790
Groceries,S005,05-12-2022,1084
Electronics,S005,05-12-2022,665
Furniture,S005,05-12-2022,125
Clothing,S005,05-12-2022,1
Groceries,S001,05-13-2022,726
Clothing,S001,05-13-2022,285
Furniture,S001,05-13-2022,276
Electronics,S001,05-13-2022,421
Toys,S001,05-13-2022,552
Groceries,S002,05-13-2022,294
Clothing,S002,05-13-2022,539
Electronics,S002,05-13-2022,173
Furniture,S002,05-13-2022,254
Toys,S002,05-13-2022,514
Groceries,S003,05-13-2022,1187
Electronics,S003,05-13-2022,651
Furniture,S003,05-13-2022,425
Clothing,S003,05-13-2022,320
Toys,S003,05-13-2022,782
Electronics,S004,05-13-2022,1222
Clothing,S004,05-13-2022,905
Toys,S004,05-13-2022,230
Groceries,S004,05-13-2022,77
Furniture,S004,05-13-2022,1044
Toys,S005,05-13-2022,649
Clothing,S005,05-13-2022,279
Furniture,S005,05-13-2022,265
Electronics,S005,05-13-2022,872
Groceries,S005,05-13-2022,368
Furniture,S001,05-14-2022,489
Toys,S001,05-14-2022,764
Groceries,S001,05-14-2022,844
Clothing,S001,05-14-2022,541
Electronics,S001,05-14-2022,498
Groceries,S002,05-14-2022,955
Toys,S002,05-14-2022,74
Furniture,S002,05-14-2022,284
Clothing,S002,05-14-2022,339
Electronics,S002,05-14-2022,472
Electronics,S003,05-14-2022,621
Furniture,S003,05-14-2022,676
Toys,S003,05-14-2022,382
Clothing,S003,05-14-2022,150
Groceries,S003,05-14-2022,362
Toys,S004,05-14-2022,780
Furniture,S004,05-14-2022,449
Groceries,S004,05-14-2022,433
Electronics,S004,05-14-2022,211
Clothing,S004,05-14-2022,223
Furniture,S005,05-14-2022,374
Electronics,S005,05-14-2022,990
Toys,S005,05-14-2022,351
Clothing,S005,05-14-2022,560
Groceries,S005,05-14-2022,427
Toys,S001,05-15-2022,332
Clothing,S001,05-15-2022,627
Furniture,S001,05-15-2022,1598
Groceries,S001,05-15-2022,216
