product,city,date,sales,discount_pct,weather_condition,is_holiday,seasonality
Groceries,Bangalore,07-14-2022,426,0,Snowy,1,Winter
Clothing,Bangalore,07-14-2022,87,10,Rainy,0,Autumn
Toys,Bangalore,07-14-2022,312,20,Rainy,1,Summer
Groceries,Delhi,07-15-2022,63,15,Cloudy,1,Winter
Clothing,Delhi,07-15-2022,23,15,Rainy,1,Summer
Toys,Delhi,07-15-2022,102,15,Sunny,1,Winter
Toys,Delhi,07-15-2022,412,15,Snowy,0,Summer
Toys,Delhi,07-15-2022,178,0,Sunny,0,Autumn
Groceries,Delhi,07-15-2022,173,0,Sunny,1,Summer
Clothing,Delhi,07-15-2022,68,10,Cloudy,0,Autumn
Clothing,Delhi,07-15-2022,23,15,Snowy,1,Summer
Clothing,Delhi,07-15-2022,191,5,Snowy,0,Autumn
Groceries,Delhi,07-15-2022,349,10,Cloudy,1,Winter
Toys,Delhi,07-15-2022,38,10,Sunny,1,Summer
Toys,Mumbai,07-15-2022,241,10,Cloudy,1,Autumn
Clothing,Mumbai,07-15-2022,368,20,Sunny,0,Autumn
Clothing,Mumbai,07-15-2022,85,0,Rainy,1,Spring
Groceries,Mumbai,07-15-2022,192,15,Rainy,0,Summer
Groceries,Mumbai,07-15-2022,218,20,Snowy,0,Winter
Clothing,Mumbai,07-15-2022,45,20,Rainy,1,Winter
Groceries,Mumbai,07-15-2022,238,5,Snowy,1,Autumn
Groceries,Mumbai,07-15-2022,5,20,Snowy,1,Autumn
Groceries,Mumbai,07-15-2022,27,5,Snowy,1,Summer
Groceries,Mumbai,07-15-2022,74,5,Rainy,1,Summer
Groceries,Mumbai,07-15-2022,23,5,Cloudy,1,Autumn
Clothing,Bangalore,07-15-2022,51,5,Sunny,0,Summer
Groceries,Bangalore,07-15-2022,127,10,Rainy,1,Autumn
Clothing,Bangalore,07-15-2022,124,15,Cloudy,1,Summer
Clothing,Bangalore,07-15-2022,240,20,Snowy,0,Autumn
Clothing,Bangalore,07-15-2022,155,10,Sunny,0,Winter
Toys,Bangalore,07-15-2022,26,5,Snowy,0,Spring
Groceries,Bangalore,07-15-2022,121,20,Cloudy,1,Winter
Toys,Bangalore,07-15-2022,484,15,Cloudy,0,Summer
Toys,Bangalore,07-15-2022,96,10,Sunny,1,Autumn
Toys,Bangalore,07-15-2022,24,5,Cloudy,0,Winter
Groceries,Bangalore,07-15-2022,92,5,Cloudy,0,Spring
Clothing,Bangalore,07-15-2022,28,10,Snowy,1,Winter
Clothing,Delhi,07-16-2022,404,20,Snowy,0,Winter
Groceries,Delhi,07-16-2022,140,0,Sunny,1,Winter
Toys,Delhi,07-16-2022,156,0,Rainy,1,Autumn
Toys,Delhi,07-16-2022,213,0,Cloudy,1,Autumn
Toys,Delhi,07-16-2022,11,15,Rainy,0,Summer
Clothing,Delhi,07-16-2022,163,10,Rainy,0,Summer
Toys,Delhi,07-16-2022,54,20,Sunny,1,Winter
Clothing,Delhi,07-16-2022,186,10,Sunny,1,Autumn
Groceries,Delhi,07-16-2022,90,20,Cloudy,1,Winter
Groceries,Delhi,07-16-2022,305,10,Sunny,1,Autumn
Toys,Delhi,07-16-2022,135,15,Snowy,1,Summer
Toys,Delhi,07-16-2022,48,15,Sunny,1,Summer
Clothing,Delhi,07-16-2022,145,10,Snowy,0,Winter
Clothing,Delhi,07-16-2022,104,10,Sunny,1,Summer
Groceries,Mumbai,07-16-2022,265,5,Cloudy,1,Winter
Toys,Mumbai,07-16-2022,248,5,Rainy,1,Spring
Toys,Mumbai,07-16-2022,259,15,Sunny,0,Summer
Clothing,Mumbai,07-16-2022,37,20,Snowy,1,Summer
Toys,Mumbai,07-16-2022,74,5,Cloudy,0,Spring
Clothing,Mumbai,07-16-2022,97,0,Cloudy,0,Winter
Groceries,Mumbai,07-16-2022,255,5,Snowy,0,Autumn
Toys,Mumbai,07-16-2022,105,20,Rainy,0,Autumn
Toys,Mumbai,07-16-2022,217,20,Cloudy,0,Autumn
Toys,Mumbai,07-16-2022,94,15,Cloudy,1,Autumn
Groceries,Mumbai,07-16-2022,40,20,Rainy,1,Autumn
Clothing,Bangalore,07-16-2022,155,10,Snowy,1,Summer
Toys,Bangalore,07-16-2022,47,0,Sunny,0,Winter
Groceries,Bangalore,07-16-2022,90,15,Sunny,1,Winter
Toys,Bangalore,07-16-2022,26,0,Cloudy,1,Spring
Toys,Bangalore,07-16-2022,417,5,Snowy,1,Autumn
Clothing,Bangalore,07-16-2022,75,10,Snowy,1,Summer
Clothing,Bangalore,07-16-2022,293,15,Cloudy,0,Spring
Groceries,Bangalore,07-16-2022,136,10,Sunny,0,Autumn
Groceries,Bangalore,07-16-2022,22,15,Rainy,1,Autumn
Toys,Bangalore,07-16-2022,96,20,Cloudy,1,Summer
Groceries,Bangalore,07-16-2022,127,10,Cloudy,1,Summer
Clothing,Bangalore,07-16-2022,57,5,Snowy,0,Spring
Clothing,Bangalore,07-16-2022,148,10,Cloudy,1,Summer
Toys,Bangalore,07-16-2022,412,15,Sunny,1,Summer
Toys,Delhi,07-17-2022,251,5,Snowy,1,Spring
Toys,Delhi,07-17-2022,112,15,Snowy,0,Autumn
Groceries,Delhi,07-17-2022,68,0,Cloudy,0,Spring
Clothing,Delhi,07-17-2022,154,15,Sunny,1,Summer
Toys,Delhi,07-17-2022,33,5,Rainy,0,Autumn
Toys,Delhi,07-17-2022,81,15,Sunny,1,Winter
Groceries,Delhi,07-17-2022,93,5,Cloudy,0,Summer
Clothing,Delhi,07-17-2022,32,5,Sunny,1,Summer
Clothing,Delhi,07-17-2022,374,15,Rainy,1,Winter
Clothing,Delhi,07-17-2022,136,0,Cloudy,0,Winter
Toys,Delhi,07-17-2022,374,5,Sunny,0,Winter
Groceries,Delhi,07-17-2022,43,20,Snowy,0,Summer
Clothing,Delhi,07-17-2022,107,0,Rainy,0,Winter
Toys,Mumbai,07-17-2022,101,5,Snowy,1,Spring
Toys,Mumbai,07-17-2022,70,20,Cloudy,1,Autumn
Groceries,Mumbai,07-17-2022,0,5,Snowy,0,Summer
Clothing,Mumbai,07-17-2022,320,0,Cloudy,1,Summer
Clothing,Mumbai,07-17-2022,189,0,Rainy,1,Winter
Groceries,Mumbai,07-17-2022,44,20,Rainy,1,Winter
Toys,Mumbai,07-17-2022,74,20,Cloudy,0,Winter
Toys,Mumbai,07-17-2022,82,15,Sunny,0,Winter
Toys,Mumbai,07-17-2022,89,10,Rainy,1,Summer
Clothing,Mumbai,07-17-2022,153,10,Sunny,0,Summer
Clothing,Mumbai,07-17-2022,48,0,Snowy,1,Winter
Toys,Mumbai,07-17-2022,68,15,Cloudy,0,Autumn
Clothing,Mumbai,07-17-2022,305,10,Cloudy,0,Summer
Clothing,Mumbai,07-17-2022,411,0,Cloudy,1,Summer
Groceries,Bangalore,07-17-2022,119,10,Rainy,1,Spring
Clothing,Bangalore,07-17-2022,0,15,Rainy,0,Spring
Toys,Bangalore,07-17-2022,124,10,Snowy,0,Summer
Groceries,Bangalore,07-17-2022,220,5,Rainy,0,Winter
Groceries,Bangalore,07-17-2022,118,10,Cloudy,1,Winter
Toys,Bangalore,07-17-2022,262,10,Cloudy,0,Spring
Toys,Bangalore,07-17-2022,67,0,Cloudy,0,Summer
Toys,Bangalore,07-17-2022,171,0,Sunny,1,Autumn
Toys,Bangalore,07-17-2022,165,15,Sunny,0,Spring
Groceries,Bangalore,07-17-2022,68,15,Cloudy,0,Spring
Clothing,Bangalore,07-17-2022,300,0,Sunny,1,Autumn
Groceries,Bangalore,07-17-2022,310,15,Snowy,0,Summer
Groceries,Bangalore,07-17-2022,417,15,Cloudy,0,Summer
Groceries,Delhi,07-18-2022,140,20,Cloudy,0,Spring
Clothing,Delhi,07-18-2022,318,0,Rainy,1,Autumn
Groceries,Delhi,07-18-2022,32,20,Rainy,0,Summer
Groceries,Delhi,07-18-2022,173,0,Sunny,1,Spring
Groceries,Delhi,07-18-2022,138,20,Sunny,1,Summer
Clothing,Delhi,07-18-2022,146,10,Cloudy,1,Autumn
Clothing,Delhi,07-18-2022,4,10,Sunny,1,Autumn
Toys,Delhi,07-18-2022,180,15,Snowy,1,Spring
Clothing,Delhi,07-18-2022,82,10,Sunny,0,Winter
Toys,Delhi,07-18-2022,283,10,Cloudy,0,Summer
Clothing,Delhi,07-18-2022,78,0,Rainy,0,Winter
Toys,Delhi,07-18-2022,205,5,Rainy,0,Summer
Groceries,Mumbai,07-18-2022,233,20,Cloudy,0,Autumn
Groceries,Mumbai,07-18-2022,43,10,Rainy,1,Spring
Toys,Mumbai,07-18-2022,48,15,Cloudy,0,Autumn
Clothing,Mumbai,07-18-2022,258,5,Snowy,0,Autumn
Groceries,Mumbai,07-18-2022,180,15,Snowy,0,Summer
Toys,Mumbai,07-18-2022,111,10,Snowy,0,Winter
Toys,Mumbai,07-18-2022,85,10,Sunny,0,Spring
Groceries,Mumbai,07-18-2022,157,5,Snowy,0,Spring
Toys,Mumbai,07-18-2022,103,0,Rainy,1,Winter
Clothing,Mumbai,07-18-2022,0,5,Snowy,1,Autumn
Toys,Mumbai,07-18-2022,407,15,Sunny,0,Spring
Clothing,Mumbai,07-18-2022,235,0,Snowy,1,Summer
Clothing,Mumbai,07-18-2022,173,10,Cloudy,1,Winter
Toys,Bangalore,07-18-2022,203,5,Cloudy,0,Autumn
Groceries,Bangalore,07-18-2022,13,15,Snowy,0,Winter
Groceries,Bangalore,07-18-2022,11,5,Cloudy,1,Summer
Clothing,Bangalore,07-18-2022,57,0,Sunny,1,Autumn
Clothing,Bangalore,07-18-2022,263,0,Rainy,0,Autumn
Clothing,Bangalore,07-18-2022,40,20,Sunny,1,Summer
Clothing,Bangalore,07-18-2022,40,0,Cloudy,1,Summer
Clothing,Bangalore,07-18-2022,404,0,Rainy,0,Spring
Toys,Delhi,07-19-2022,179,10,Rainy,1,Autumn
Toys,Delhi,07-19-2022,60,20,Rainy,1,Autumn
Clothing,Delhi,07-19-2022,31,20,Snowy,0,Summer
Toys,Delhi,07-19-2022,41,0,Sunny,0,Winter
Groceries,Delhi,07-19-2022,222,5,Sunny,0,Spring
Toys,Delhi,07-19-2022,90,5,Cloudy,0,Autumn
Clothing,Delhi,07-19-2022,0,10,Snowy,0,Spring
Groceries,Delhi,07-19-2022,113,10,Sunny,0,Summer
Groceries,Delhi,07-19-2022,340,20,Sunny,0,Autumn
Toys,Delhi,07-19-2022,77,15,Cloudy,1,Spring
Toys,Delhi,07-19-2022,53,0,Cloudy,1,Winter
Groceries,Delhi,07-19-2022,11,0,Cloudy,0,Spring
Groceries,Delhi,07-19-2022,105,5,Sunny,0,Autumn
Groceries,Delhi,07-19-2022,22,15,Sunny,0,Autumn
Clothing,Delhi,07-19-2022,272,10,Snowy,1,Summer
Clothing,Mumbai,07-19-2022,2,0,Snowy,0,Summer
Clothing,Mumbai,07-19-2022,9,10,Snowy,1,Spring
Groceries,Mumbai,07-19-2022,57,15,Snowy,0,Summer
Clothing,Mumbai,07-19-2022,46,0,Rainy,0,Winter
Groceries,Mumbai,07-19-2022,24,20,Sunny,1,Spring
Toys,Mumbai,07-19-2022,12,10,Rainy,1,Summer
Clothing,Mumbai,07-19-2022,148,20,Snowy,0,Winter
Groceries,Mumbai,07-19-2022,85,10,Cloudy,0,Autumn
Groceries,Mumbai,07-19-2022,75,5,Rainy,0,Spring
Clothing,Mumbai,07-19-2022,33,5,Cloudy,0,Winter
Toys,Mumbai,07-19-2022,320,5,Snowy,0,Spring
Toys,Mumbai,07-19-2022,314,0,Cloudy,0,Autumn
Toys,Mumbai,07-19-2022,284,5,Cloudy,0,Autumn
Clothing,Bangalore,07-19-2022,17,0,Snowy,0,Autumn
Toys,Bangalore,07-19-2022,43,20,Rainy,0,Summer
Groceries,Bangalore,07-19-2022,409,0,Rainy,0,Summer
Clothing,Bangalore,07-19-2022,80,15,Snowy,1,Autumn
Groceries,Bangalore,07-19-2022,268,5,Rainy,0,Spring
Toys,Bangalore,07-19-2022,144,5,Rainy,0,Summer
Groceries,Bangalore,07-19-2022,104,5,Rainy,1,Spring
Clothing,Bangalore,07-19-2022,56,15,Cloudy,0,Spring
Clothing,Bangalore,07-19-2022,49,0,Rainy,1,Summer
Toys,Bangalore,07-19-2022,258,15,Sunny,0,Winter
Groceries,Bangalore,07-19-2022,347,10,Cloudy,1,Winter
Groceries,Bangalore,07-19-2022,216,10,Snowy,0,Winter
Toys,Delhi,07-20-2022,138,15,Cloudy,0,Winter
Groceries,Delhi,07-20-2022,63,0,Sunny,0,Winter
Toys,Delhi,07-20-2022,8,5,Snowy,1,Winter
Toys,Delhi,07-20-2022,133,0,Snowy,1,Spring
Toys,Delhi,07-20-2022,90,5,Cloudy,0,Winter
Clothing,Delhi,07-20-2022,138,15,Rainy,1,Spring
Groceries,Delhi,07-20-2022,283,15,Sunny,0,Summer
Toys,Delhi,07-20-2022,184,15,Sunny,1,Summer
Toys,Delhi,07-20-2022,135,15,Cloudy,0,Autumn
Toys,Delhi,07-20-2022,63,20,Rainy,0,Spring
Clothing,Delhi,07-20-2022,130,0,Sunny,0,Winter
Groceries,Delhi,07-20-2022,79,10,Snowy,1,Spring
Clothing,Delhi,07-20-2022,97,20,Cloudy,1,Summer
Groceries,Mumbai,07-20-2022,215,10,Rainy,1,Autumn
Toys,Mumbai,07-20-2022,2,5,Rainy,1,Winter
Clothing,Mumbai,07-20-2022,93,5,Cloudy,0,Winter
Toys,Mumbai,07-20-2022,157,5,Rainy,1,Spring
Groceries,Mumbai,07-20-2022,13,5,Rainy,1,Autumn
Clothing,Mumbai,07-20-2022,85,20,Sunny,1,Spring
Toys,Mumbai,07-20-2022,65,10,Rainy,1,Winter
Toys,Mumbai,07-20-2022,1,5,Snowy,0,Winter
Clothing,Mumbai,07-20-2022,267,0,Rainy,1,Spring
Toys,Mumbai,07-20-2022,87,15,Snowy,0,Autumn
Clothing,Mumbai,07-20-2022,51,0,Cloudy,0,Summer
Groceries,Mumbai,07-20-2022,205,20,Sunny,0,Spring
Groceries,Bangalore,07-20-2022,316,15,Rainy,0,Winter
Groceries,Bangalore,07-20-2022,195,5,Rainy,0,Spring
Groceries,Bangalore,07-20-2022,156,10,Cloudy,0,Spring
Clothing,Bangalore,07-20-2022,97,5,Snowy,0,Winter
Toys,Bangalore,07-20-2022,28,20,Sunny,1,Spring
Toys,Bangalore,07-20-2022,62,15,Snowy,1,Summer
Toys,Bangalore,07-20-2022,271,0,Cloudy,1,Winter
Clothing,Bangalore,07-20-2022,71,15,Rainy,1,Summer
Groceries,Bangalore,07-20-2022,157,5,Sunny,1,Spring
Clothing,Bangalore,07-20-2022,84,15,Cloudy,1,Spring
Clothing,Bangalore,07-20-2022,79,10,Snowy,0,Autumn
Clothing,Bangalore,07-20-2022,42,10,Snowy,0,Winter
Groceries,Bangalore,07-20-2022,110,20,Snowy,0,Autumn
Clothing,Bangalore,07-20-2022,26,15,Rainy,1,Autumn
Clothing,Delhi,07-21-2022,183,20,Sunny,0,Summer
Clothing,Delhi,07-21-2022,216,20,Snowy,0,Autumn
Toys,Delhi,07-21-2022,264,5,Snowy,0,Winter
Toys,Delhi,07-21-2022,85,20,Cloudy,0,Spring
Toys,Delhi,07-21-2022,158,20,Rainy,0,Winter
Clothing,Delhi,07-21-2022,3,15,Sunny,0,Winter
Toys,Delhi,07-21-2022,166,0,Rainy,1,Winter
Groceries,Delhi,07-21-2022,116,0,Sunny,1,Winter
Groceries,Delhi,07-21-2022,110,10,Snowy,0,Summer
Clothing,Delhi,07-21-2022,165,10,Rainy,0,Spring
Toys,Delhi,07-21-2022,255,15,Sunny,1,Spring
Groceries,Delhi,07-21-2022,147,5,Sunny,1,Winter
Groceries,Delhi,07-21-2022,28,0,Rainy,0,Winter
Groceries,Delhi,07-21-2022,67,20,Snowy,0,Summer
Toys,Delhi,07-21-2022,63,0,Sunny,1,Summer
Clothing,Delhi,07-21-2022,100,5,Rainy,0,Winter
Toys,Mumbai,07-21-2022,32,10,Sunny,0,Winter
Groceries,Mumbai,07-21-2022,110,15,Rainy,0,Summer
Toys,Mumbai,07-21-2022,85,15,Snowy,1,Summer
Clothing,Mumbai,07-21-2022,90,0,Rainy,0,Summer
Groceries,Mumbai,07-21-2022,96,15,Cloudy,1,Winter
Groceries,Mumbai,07-21-2022,13,5,Sunny,0,Autumn
Clothing,Mumbai,07-21-2022,274,5,Sunny,0,Summer
Toys,Mumbai,07-21-2022,100,15,Snowy,0,Autumn
Clothing,Mumbai,07-21-2022,11,5,Cloudy,0,Summer
Toys,Mumbai,07-21-2022,175,5,Rainy,1,Spring
Groceries,Mumbai,07-21-2022,98,10,Rainy,0,Spring
Groceries,Bangalore,07-21-2022,33,20,Sunny,1,Spring
Clothing,Bangalore,07-21-2022,290,10,Rainy,0,Summer
Groceries,Bangalore,07-21-2022,64,20,Sunny,1,Autumn
Toys,Bangalore,07-21-2022,211,0,Snowy,1,Autumn
Groceries,Bangalore,07-21-2022,104,5,Cloudy,0,Spring
Clothing,Bangalore,07-21-2022,24,5,Snowy,1,Spring
Groceries,Bangalore,07-21-2022,370,5,Cloudy,1,Winter
Toys,Bangalore,07-21-2022,6,15,Snowy,1,Summer
Groceries,Bangalore,07-21-2022,1,20,Cloudy,1,Spring
Groceries,Bangalore,07-21-2022,243,10,Cloudy,0,Autumn
Groceries,Bangalore,07-21-2022,166,20,Rainy,0,Summer
Toys,Bangalore,07-21-2022,239,20,Rainy,1,Summer
Clothing,Bangalore,07-21-2022,14,0,Sunny,1,Winter
Clothing,Bangalore,07-21-2022,72,0,Cloudy,1,Spring
Clothing,Delhi,07-22-2022,88,10,Cloudy,0,Winter
Toys,Delhi,07-22-2022,357,5,Sunny,1,Autumn
Groceries,Delhi,07-22-2022,14,0,Snowy,0,Winter
Toys,Delhi,07-22-2022,239,10,Snowy,1,Autumn
Toys,Delhi,07-22-2022,44,20,Cloudy,0,Winter
Groceries,Delhi,07-22-2022,102,20,Sunny,1,Summer
Clothing,Delhi,07-22-2022,239,0,Cloudy,1,Autumn
Toys,Delhi,07-22-2022,117,10,Rainy,1,Winter
Groceries,Delhi,07-22-2022,201,10,Snowy,0,Autumn
Toys,Delhi,07-22-2022,82,10,Cloudy,0,Spring
Groceries,Mumbai,07-22-2022,10,20,Sunny,0,Autumn
Clothing,Mumbai,07-22-2022,156,15,Cloudy,1,Summer
Toys,Mumbai,07-22-2022,102,0,Cloudy,1,Winter
Toys,Mumbai,07-22-2022,68,10,Rainy,0,Summer
Groceries,Mumbai,07-22-2022,445,5,Snowy,0,Spring
Groceries,Mumbai,07-22-2022,66,5,Sunny,1,Spring
Groceries,Mumbai,07-22-2022,16,5,Snowy,0,Winter
Toys,Mumbai,07-22-2022,52,5,Sunny,0,Summer
Toys,Mumbai,07-22-2022,41,5,Sunny,1,Autumn
Toys,Mumbai,07-22-2022,75,10,Sunny,0,Winter
Groceries,Mumbai,07-22-2022,435,5,Cloudy,1,Autumn
Groceries,Mumbai,07-22-2022,260,10,Cloudy,0,Spring
Groceries,Mumbai,07-22-2022,145,5,Rainy,1,Spring
Groceries,Mumbai,07-22-2022,235,5,Cloudy,0,Summer
Clothing,Mumbai,07-22-2022,174,5,Snowy,0,Autumn
Toys,Bangalore,07-22-2022,33,15,Snowy,0,Summer
Toys,Bangalore,07-22-2022,288,10,Rainy,0,Winter
Groceries,Bangalore,07-22-2022,263,0,Cloudy,0,Winter
Clothing,Bangalore,07-22-2022,88,20,Cloudy,1,Autumn
Clothing,Bangalore,07-22-2022,134,15,Snowy,1,Autumn
Groceries,Bangalore,07-22-2022,52,0,Cloudy,1,Autumn
Groceries,Bangalore,07-22-2022,71,0,Rainy,0,Winter
Toys,Bangalore,07-22-2022,66,10,Cloudy,1,Winter
Groceries,Bangalore,07-22-2022,109,0,Rainy,0,Winter
Groceries,Bangalore,07-22-2022,128,0,Snowy,0,Autumn
Clothing,Bangalore,07-22-2022,421,0,Rainy,1,Autumn
Toys,Bangalore,07-22-2022,150,10,Snowy,0,Summer
Groceries,Delhi,07-23-2022,236,0,Snowy,0,Autumn
Clothing,Delhi,07-23-2022,183,10,Rainy,0,Spring
Groceries,Delhi,07-23-2022,11,10,Rainy,0,Winter
Toys,Delhi,07-23-2022,332,0,Rainy,1,Spring
Toys,Delhi,07-23-2022,196,15,Sunny,0,Winter
Groceries,Delhi,07-23-2022,331,0,Cloudy,0,Autumn
Toys,Delhi,07-23-2022,134,20,Cloudy,0,Summer
Groceries,Delhi,07-23-2022,314,20,Snowy,1,Autumn
Groceries,Delhi,07-23-2022,56,20,Snowy,1,Spring
Clothing,Delhi,07-23-2022,145,5,Rainy,0,Summer
Groceries,Delhi,07-23-2022,131,5,Rainy,1,Spring
Groceries,Delhi,07-23-2022,51,20,Cloudy,0,Spring
Toys,Delhi,07-23-2022,14,15,Snowy,0,Summer
Clothing,Mumbai,07-23-2022,209,20,Rainy,0,Spring
Clothing,Mumbai,07-23-2022,150,0,Cloudy,1,Winter
Toys,Mumbai,07-23-2022,45,10,Snowy,1,Winter
Groceries,Mumbai,07-23-2022,43,5,Rainy,1,Summer
Clothing,Mumbai,07-23-2022,0,15,Snowy,1,Spring
Clothing,Mumbai,07-23-2022,129,20,Sunny,1,Winter
Groceries,Mumbai,07-23-2022,96,5,Sunny,1,Summer
Toys,Mumbai,07-23-2022,204,20,Cloudy,0,Summer
Groceries,Mumbai,07-23-2022,42,10,Snowy,1,Autumn
Toys,Mumbai,07-23-2022,228,10,Snowy,1,Summer
Toys,Mumbai,07-23-2022,93,15,Cloudy,1,Spring
Toys,Mumbai,07-23-2022,111,10,Sunny,0,Autumn
Groceries,Bangalore,07-23-2022,78,15,Cloudy,0,Autumn
Toys,Bangalore,07-23-2022,281,10,Rainy,0,Winter
Toys,Bangalore,07-23-2022,88,0,Cloudy,0,Summer
Groceries,Bangalore,07-23-2022,40,10,Cloudy,1,Winter
Groceries,Bangalore,07-23-2022,189,15,Sunny,1,Winter
Toys,Bangalore,07-23-2022,145,5,Cloudy,1,Autumn
Clothing,Bangalore,07-23-2022,417,15,Cloudy,0,Summer
Groceries,Bangalore,07-23-2022,144,5,Rainy,0,Autumn
Toys,Bangalore,07-23-2022,38,0,Sunny,1,Winter
Groceries,Bangalore,07-23-2022,59,0,Sunny,0,Autumn
Toys,Delhi,07-24-2022,292,15,Snowy,1,Autumn
Toys,Delhi,07-24-2022,130,10,Cloudy,1,Autumn
Groceries,Delhi,07-24-2022,153,0,Snowy,0,Spring
Toys,Delhi,07-24-2022,28,20,Sunny,0,Autumn
Toys,Delhi,07-24-2022,38,10,Rainy,0,Spring
Groceries,Delhi,07-24-2022,175,20,Sunny,0,Autumn
Clothing,Delhi,07-24-2022,370,5,Rainy,1,Autumn
Groceries,Delhi,07-24-2022,18,0,Snowy,1,Summer
Toys,Delhi,07-24-2022,11,10,Rainy,1,Summer
Groceries,Delhi,07-24-2022,67,5,Snowy,0,Summer
Clothing,Delhi,07-24-2022,270,5,Cloudy,0,Winter
Toys,Mumbai,07-24-2022,26,0,Rainy,1,Spring
Groceries,Mumbai,07-24-2022,167,10,Cloudy,0,Summer
Clothing,Mumbai,07-24-2022,239,15,Sunny,1,Autumn
Toys,Mumbai,07-24-2022,313,10,Sunny,1,Summer
Toys,Mumbai,07-24-2022,40,20,Snowy,0,Spring
Toys,Mumbai,07-24-2022,394,10,Cloudy,0,Winter
Clothing,Mumbai,07-24-2022,370,10,Rainy,0,Spring
Clothing,Mumbai,07-24-2022,49,15,Rainy,1,Summer
Clothing,Mumbai,07-24-2022,0,20,Rainy,0,Spring
Groceries,Mumbai,07-24-2022,295,10,Cloudy,1,Spring
Toys,Bangalore,07-24-2022,63,10,Sunny,1,Summer
Groceries,Bangalore,07-24-2022,32,0,Snowy,0,Spring
Clothing,Bangalore,07-24-2022,208,5,Sunny,0,Summer
Groceries,Bangalore,07-24-2022,123,20,Rainy,0,Summer
Clothing,Bangalore,07-24-2022,21,15,Rainy,1,Spring
Groceries,Bangalore,07-24-2022,114,15,Snowy,1,Autumn
Groceries,Bangalore,07-24-2022,181,15,Snowy,1,Spring
Groceries,Bangalore,07-24-2022,240,10,Sunny,1,Summer
Clothing,Bangalore,07-24-2022,119,0,Cloudy,0,Autumn
Groceries,Bangalore,07-24-2022,66,0,Rainy,0,Spring
Groceries,Bangalore,07-24-2022,358,0,Rainy,1,Summer
Groceries,Bangalore,07-24-2022,68,0,Snowy,0,Winter
Toys,Bangalore,07-24-2022,341,10,Snowy,1,Summer
Clothing,Delhi,07-25-2022,34,20,Snowy,1,Autumn
Clothing,Delhi,07-25-2022,154,15,Rainy,1,Winter
Toys,Delhi,07-25-2022,104,15,Snowy,0,Autumn
Clothing,Delhi,07-25-2022,452,5,Snowy,0,Winter
Toys,Delhi,07-25-2022,23,0,Sunny,1,Summer
Clothing,Delhi,07-25-2022,88,5,Rainy,0,Spring
Clothing,Delhi,07-25-2022,31,10,Snowy,0,Winter
Clothing,Delhi,07-25-2022,66,15,Rainy,1,Spring
Toys,Delhi,07-25-2022,193,5,Sunny,0,Autumn
Groceries,Delhi,07-25-2022,4,0,Snowy,0,Summer
Clothing,Delhi,07-25-2022,259,0,Snowy,0,Summer
Groceries,Delhi,07-25-2022,259,20,Cloudy,0,Autumn
Clothing,Mumbai,07-25-2022,53,10,Sunny,1,Spring
Groceries,Mumbai,07-25-2022,9,15,Snowy,1,Spring
Clothing,Mumbai,07-25-2022,221,0,Sunny,0,Summer
Clothing,Mumbai,07-25-2022,21,20,Cloudy,1,Autumn
Toys,Mumbai,07-25-2022,457,20,Cloudy,1,Spring
Groceries,Mumbai,07-25-2022,339,15,Rainy,1,Winter
Toys,Mumbai,07-25-2022,295,0,Rainy,0,Summer
Clothing,Mumbai,07-25-2022,231,0,Sunny,1,Summer
Toys,Mumbai,07-25-2022,266,0,Snowy,0,Spring
Toys,Mumbai,07-25-2022,52,15,Cloudy,0,Winter
Groceries,Mumbai,07-25-2022,296,0,Sunny,1,Spring
Groceries,Bangalore,07-25-2022,86,15,Cloudy,1,Autumn
Groceries,Bangalore,07-25-2022,75,0,Rainy,0,Spring
Groceries,Bangalore,07-25-2022,231,15,Sunny,0,Winter
Groceries,Bangalore,07-25-2022,37,20,Rainy,0,Autumn
Groceries,Bangalore,07-25-2022,94,20,Rainy,1,Winter
Clothing,Bangalore,07-25-2022,237,5,Cloudy,1,Summer
Clothing,Bangalore,07-25-2022,309,5,Sunny,1,Spring
Groceries,Bangalore,07-25-2022,100,0,Sunny,0,Autumn
Clothing,Bangalore,07-25-2022,168,10,Snowy,0,Autumn
Groceries,Bangalore,07-25-2022,485,0,Sunny,1,Summer
Clothing,Bangalore,07-25-2022,16,0,Sunny,0,Autumn
Toys,Bangalore,07-25-2022,68,5,Cloudy,0,Spring
Groceries,Bangalore,07-25-2022,128,15,Sunny,0,Autumn
Toys,Bangalore,07-25-2022,81,10,Cloudy,0,Spring
Groceries,Delhi,07-26-2022,86,5,Sunny,1,Spring
Groceries,Delhi,07-26-2022,194,15,Rainy,1,Autumn
Toys,Delhi,07-26-2022,96,5,Rainy,0,Winter
Groceries,Delhi,07-26-2022,73,20,Cloudy,0,Winter
Toys,Delhi,07-26-2022,110,0,Cloudy,1,Spring
Toys,Delhi,07-26-2022,18,20,Snowy,1,Spring
Groceries,Delhi,07-26-2022,55,15,Snowy,0,Autumn
Groceries,Delhi,07-26-2022,12,5,Cloudy,0,Spring
Groceries,Delhi,07-26-2022,177,0,Sunny,0,Summer
Toys,Delhi,07-26-2022,146,10,Snowy,1,Spring
Clothing,Delhi,07-26-2022,50,0,Rainy,0,Winter
Toys,Mumbai,07-26-2022,62,20,Rainy,0,Autumn
Toys,Mumbai,07-26-2022,34,15,Snowy,0,Winter
